customer_id,label,predicted_proba,predicted_label,explanation
SYNID0200006570,0.0,0.97993785,1,"Short hold time. Top features: High transaction_frequency_90d, Low median_hold_time_funds, High transaction_volume_90d, Satisfied is Holding Companies"
SYNID0200018308,0.0,0.0026023549,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200018603,0.0,0.0085356785,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200027516,0.0,0.0011721127,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200093716,0.0,0.00030913073,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200099912,0.0,0.0060922243,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200143186,0.0,0.0002534534,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200143570,0.0,0.003466074,0,"Short hold time. Top features: Low transaction_frequency_90d, Low n_txn_total, High days_since_last_transaction"
SYNID0200163281,0.0,0.01478854,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200176428,0.0,0.00026409203,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200184466,0.0,0.0021095602,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Low transaction_ecommerce_ratio"
SYNID0200187014,1.0,0.8364577,1,"Short hold time, Many transactions of the same amount. Top features: High transaction_same_amount_frequency_90d, Satisfied is Offices of Lawyers and Notaries"
SYNID0200195508,0.0,0.0017822506,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200213351,0.0,0.00027657658,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200219097,0.0,0.0002534534,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200232685,0.0,0.5000262,1,"High variability in EMT transfers. Top features: High cv_amt_emt, Satisfied is Offices of Lawyers and Notaries"
SYNID0200255716,0.0,0.0066771233,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200265288,0.0,0.00030255862,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200268286,0.0,0.0083991345,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200297130,0.0,0.0002534534,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200302254,0.0,0.0012037079,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200306637,0.0,0.0010122624,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200317046,0.0,0.00077636144,0,"Top features: Low transaction_frequency_90d, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200339536,0.0,0.0024819013,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200339926,0.0,0.0015512406,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200344226,0.0,0.00073930447,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200356197,0.0,0.019146943,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200372275,0.0,0.00096459355,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200380018,0.0,0.023899753,0,"Top features: Low transaction_frequency_90d, Low cv_amt_emt, Low transaction_ecommerce_ratio"
SYNID0200398398,0.0,0.015204727,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200419908,0.0,0.0010683277,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200442841,0.0,0.00077636144,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200445595,0.0,0.001583924,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
